,title,year,country,language,duration,genre,director,production_company,description,budget,usa_gross_income,worlwide_gross_income,IMDB_rating,metascore,reviews_from_users,votes,reviews_from_critics,female_avg_rating,male_avg_rating,female_votes,male_votes,avg_rating_<18yrs,votes_<18yrs,avg_rating_18-30yrs,votes_18-30yrs,avg_rating_30-45yrs,votes_30-45yrs,avg_rating_>45yrs,votes_>45yrs,positive_votes,neutral_votes,negative_votes,percentage_of_positive_reviews,overall_eval,genre_1,genre_2,genre_3,country_1,country_2,country_3,budget_USD,actor_1,listing_1,actor_2,listing_2,actor_3,listing_3
3857,Meet the Blacks,2016,USA,English,94,"Comedy, Horror",Deon Taylor,Hidden Empire Film Group,"As Carl Black gets the opportunity to move his family out of Chicago in hope of a better life, their arrival in Beverly Hills is timed with that city's annual purge, where all crime is legal for twelve hours.",$ 900000,$ 9097072,$ 9097072,4.9,26.0,42.0,35042,16.0,4.0,3.7,942.0,4628.0,4.4,14.0,4.0,1756.0,3.6,2513.0,3.5,861.0,26374,4402,4266,0.75,1,Comedy, Horror,,USA,,,900000.0,Mike Epps,D,Gary Owen,D,Zulay Henao,D
3932,Mei ren yu,2016,China,Mandarin,94,"Comedy, Drama, Fantasy",Stephen Chow,Alpha Pictures,"Shan, a mermaid, is sent to assassinate Xuan, a developer who threatens the ecosystem of her race, but ends up falling in love with him instead.",$ 60720000,$ 3232685,$ 553810228,6.2,69.0,46.0,7594,75.0,6.3,6.2,902.0,4924.0,6.0,13.0,6.3,1888.0,6.2,2797.0,5.9,775.0,3822,3091,681,0.5,0,Comedy, Drama, Fantasy,China,,,60720000.0,Chao Deng,C,Show Lo,D,Yuqi Zhang,D
3796,Snowden,2016,"France, Germany, USA, UK","English, American Sign Language, Russian",134,"Biography, Drama, Thriller",Oliver Stone,KrautPack Entertainment,"The NSA's illegal surveillance techniques are leaked to the public by one of the agency's employees,",$ 40000000,$ 21587519,$ 37279439,7.3,58.0,221.0,123538,327.0,7.4,7.3,15184.0,79167.0,7.2,96.0,7.3,32668.0,7.2,44695.0,7.3,10574.0,99273,22391,1874,0.8,1,Biography, Drama, Thriller,France, Germany, USA,40000000.0,Melissa Leo,D,Zachary Quinto,B,Joseph Gordon-Levitt,B
3792,Rogue One,2016,USA,English,133,"Action, Adventure, Sci-Fi",Gareth Edwards,Lucasfilm,The daughter of an Imperial scientist joins the Rebel Alliance in a risky move to steal the Death Star plans.,$ 200000000,$ 532177324,$ 1056057273,7.8,65.0,1602.0,494455,694.0,7.7,7.8,44970.0,309316.0,7.7,992.0,7.8,119785.0,7.7,159523.0,7.8,42325.0,418779,63909,11767,0.85,1,Action, Adventure, Sci-Fi,USA,,,200000000.0,Felicity Jones,B,Diego Luna,B,Alan Tudyk,A
3791,Lion,2016,"UK, Australia, USA","English, Hindi, Bengali",118,"Biography, Drama",Garth Davis,The Weinstein Company,"A five-year-old Indian boy gets lost on the streets of Calcutta, thousands of kilometers from home. He survives many challenges before being adopted by a couple in Australia. 25 years later, he sets out to find his lost family.",$ 12000000,$ 51738905,$ 140312928,8.0,69.0,498.0,189160,372.0,8.3,7.9,37588.0,102814.0,8.1,239.0,8.1,50851.0,8.0,62225.0,8.0,16327.0,174753,12965,1442,0.92,1,Biography, Drama,,UK, Australia, USA,12000000.0,Sunny Pawar,D,Abhishek Bharate,D,Priyanka Bose,D
3858,The Birth of a Nation,2016,"USA, Canada",English,120,"Biography, Drama, History",Nate Parker,BRON Studios,"Nat Turner, a literate slave and preacher in the antebellum South, orchestrates an uprising.",$ 8500000,$ 15861566,$ 16779212,6.4,69.0,126.0,18838,248.0,6.9,6.3,2380.0,12125.0,5.4,12.0,6.5,3549.0,6.3,6789.0,6.4,3283.0,10723,5679,2436,0.57,0,Biography, Drama, History,USA, Canada,,8500000.0,Nate Parker,D,Armie Hammer,C,Penelope Ann Miller,D
3934,Personal Shopper,2016,"France, Germany, Czech Republic, Belgium","English, French, Swedish, German",105,"Drama, Horror, Mystery",Olivier Assayas,CG Cinéma,A personal shopper in Paris refuses to leave the city until she makes contact with her twin brother who previously died there. Her life becomes more complicated when a mysterious person contacts her via text message.,$ 6000000,$ 1305195,$ 2840408,6.1,77.0,206.0,32314,324.0,5.9,6.2,6427.0,18830.0,5.8,17.0,6.4,7458.0,6.0,12282.0,6.0,4313.0,14555,14204,3555,0.45,0,Drama, Horror, Mystery,France, Germany, Czech Republic,6000000.0,Kristen Stewart,A,Lars Eidinger,D,Sigrid Bouaziz,D
3935,Robinson Crusoe,2016,"Belgium, France","English, French, German",91,"Animation, Adventure, Comedy","Vincent Kesteloot, Ben Stassen",Illuminata Pictures,A daring parrot recounts how Robinson Crusoe came to be stranded on a tropical island.,$ 13000000,$ 8005586,$ 39543581,5.3,36.0,29.0,5242,52.0,5.5,5.3,757.0,3292.0,4.6,11.0,5.6,1000.0,5.2,2096.0,5.5,660.0,1381,3128,733,0.26,0,Animation, Adventure, Comedy,Belgium, France,,13000000.0,Matthias Schweighöfer,D,Kaya Yanar,D,Ilka Bessin,D
3664,The Jungle Book,2016,"UK, USA",English,106,"Adventure, Drama, Family",Jon Favreau,Fairview Entertainment,"After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther Bagheera and free-spirited bear Baloo.",$ 175000000,$ 364001123,$ 966550600,7.4,77.0,562.0,246068,448.0,7.5,7.4,34777.0,146741.0,7.3,365.0,7.4,69923.0,7.3,80809.0,7.5,15889.0,199958,41892,4218,0.81,1,Adventure, Drama, Family,UK, USA,,175000000.0,Neel Sethi,C,Bill Murray,A,Ben Kingsley,A
3929,Tie dao fei hu,2016,China,"Mandarin, Japanese, English",124,"Action, Comedy, War",Sheng Ding,Sparkle Roll Media,A railroad worker in China in 1941 leads a team of freedom fighters against the Japanese in order to get food for the poor.,$ 50000000,$ 218044,$ 102205175,5.8,47.0,17.0,3370,51.0,6.0,5.8,218.0,2364.0,6.5,10.0,6.1,683.0,5.7,1259.0,5.7,440.0,1382,1633,355,0.41,0,Action, Comedy, War,China,,,50000000.0,Jackie Chan,A,Zitao Huang,D,Jaycee Chan,D
3666,Inferno,2016,"USA, Hungary","English, French, Italian, Turkish",121,"Action, Crime, Drama",Ron Howard,Columbia Pictures,"When Robert Langdon wakes up in an Italian hospital with amnesia, he teams up with Dr. Sienna Brooks, and together they must race across Europe against the clock to foil a deadly global plot.",$ 75000000,$ 34343574,$ 220021259,6.2,42.0,376.0,143570,308.0,6.3,6.1,18909.0,89645.0,6.2,135.0,6.3,35486.0,6.0,51539.0,6.1,13753.0,63239,72253,8078,0.44,0,Action, Crime, Drama,USA, Hungary,,75000000.0,Tom Hanks,A,Felicity Jones,B,Omar Sy,C
3787,Maudie,2016,"Ireland, Canada",English,115,"Biography, Drama, Romance",Aisling Walsh,Painted House Films,An arthritic Nova Scotia woman works as a housekeeper while she hones her skills as an artist and eventually becomes a beloved figure in the community.,EUR 4993020,$ 6170998,$ 9733932,7.6,65.0,94.0,12530,368.0,7.8,7.5,3130.0,6391.0,8.3,9.0,7.6,1963.0,7.5,4243.0,7.8,2759.0,10930,1437,163,0.87,1,Biography, Drama, Romance,Ireland, Canada,,5492322.0,Sally Hawkins,D,Ethan Hawke,C,Kari Matchett,D
3859,Jason Bourne,2016,"USA, China","English, Greek, German, Japanese",123,"Action, Thriller",Paul Greengrass,Universal Pictures,The CIA's most dangerous former operative is drawn out of hiding to uncover more explosive truths about his past.,$ 120000000,$ 162434410,$ 415484914,6.6,58.0,669.0,194922,396.0,6.6,6.6,15998.0,131047.0,6.5,152.0,6.7,41732.0,6.5,72864.0,6.7,21326.0,117520,70683,6719,0.6,1,Action, Thriller,,USA, China,,120000000.0,Matt Damon,A,Tommy Lee Jones,A,Alicia Vikander,C
3785,Underworld: Blood Wars,2016,USA,"English, Saami",91,"Action, Adventure, Fantasy",Anna Foerster,Screen Gems,"Vampire death dealer, Selene (Kate Beckinsale) fights to end the eternal war between the Lycan clan and the Vampire faction that betrayed her.",$ 35000000,$ 30353973,$ 81093313,5.8,23.0,200.0,64734,179.0,6.2,5.7,7970.0,42015.0,6.2,45.0,5.9,13448.0,5.7,26397.0,5.9,6491.0,24665,34307,5762,0.38,0,Action, Adventure, Fantasy,USA,,,35000000.0,Kate Beckinsale,B,Theo James,C,Tobias Menzies,D
3799,La La Land,2016,"USA, Hong Kong",English,128,"Comedy, Drama, Music",Damien Chazelle,Summit Entertainment,"While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future.",$ 30000000,$ 151101803,$ 446092357,8.0,93.0,1628.0,453695,672.0,7.9,8.0,85495.0,231318.0,8.6,1076.0,8.3,139009.0,7.8,120674.0,7.4,29143.0,377581,56020,20094,0.83,1,Comedy, Drama, Music,USA, Hong Kong,,30000000.0,Ryan Gosling,B,Emma Stone,B,Amiée Conn,D
3784,Elle,2016,"France, Germany, Belgium",French,130,"Crime, Drama, Thriller",Paul Verhoeven,SBS Productions,A successful businesswoman gets caught up in a game of cat and mouse as she tracks down the unknown man who raped her.,EUR 9000000,$ 2341534,$ 12748594,7.1,89.0,179.0,56285,355.0,7.1,7.1,10003.0,34969.0,7.7,17.0,7.3,13175.0,7.1,22270.0,7.0,7662.0,40598,13290,2397,0.72,1,Crime, Drama, Thriller,France, Germany, Belgium,9900000.0,Isabelle Huppert,D,Laurent Lafitte,D,Anne Consigny,D
3668,The Conjuring 2,2016,"Canada, USA, UK",English,134,"Horror, Mystery, Thriller",James Wan,New Line Cinema,Ed and Lorraine Warren travel to North London to help a single mother raising 4 children alone in a house plagued by a supernatural spirit.,$ 40000000,$ 102470008,$ 320392818,7.3,65.0,514.0,204766,400.0,7.3,7.3,27464.0,117279.0,7.7,461.0,7.4,61354.0,7.2,59219.0,7.1,10786.0,161984,38175,4607,0.79,1,Horror, Mystery, Thriller,Canada, USA, UK,40000000.0,Patrick Wilson,B,Vera Farmiga,C,Madison Wolfe,D
3669,Love & Friendship,2016,"Ireland, France, Netherlands","English, French",90,"Comedy, Drama, Romance",Whit Stillman,Westerly Films,"Lady Susan Vernon takes up temporary residence at her in-laws' estate and, while there, is determined to be a matchmaker for her daughter Frederica -- and herself too, naturally.",$ 3000000,$ 14016568,$ 21401949,6.4,87.0,109.0,21620,225.0,6.3,6.5,6429.0,10176.0,7.3,8.0,6.6,4435.0,6.3,7722.0,6.4,3779.0,10644,8719,2257,0.49,0,Comedy, Drama, Romance,Ireland, France, Netherlands,3000000.0,Kate Beckinsale,B,Morfydd Clark,D,Tom Bennett,D
3860,Mr. Church,2016,USA,English,104,"Comedy, Drama",Bruce Beresford,Cinelou Films,"""Mr. Church"" tells the story of a unique friendship that develops when a little girl and her dying mother retain the services of a talented cook - Henry Joseph Church. What begins as a six month arrangement instead spans into fifteen years and creates a family bond that lasts forever.",$ 8000000,$ 685780,$ 685780,7.6,37.0,180.0,23684,35.0,7.9,7.6,4103.0,13923.0,6.6,12.0,7.8,4833.0,7.5,8345.0,7.6,3648.0,20479,2761,444,0.86,1,Comedy, Drama,,USA,,,8000000.0,Eddie Murphy,A,Britt Robertson,D,Natascha McElhone,D
3782,The Hollars,2016,USA,English,88,"Comedy, Drama, Romance",John Krasinski,Sycamore Pictures,A man returns to his small hometown after learning that his mother has fallen ill and is about to undergo surgery.,$ 3800000,$ 1016985,$ 1138609,6.5,53.0,43.0,10523,73.0,6.6,6.5,2514.0,5198.0,7.9,7.0,6.6,1945.0,6.5,3725.0,6.7,1609.0,5904,4027,592,0.56,0,Comedy, Drama, Romance,USA,,,3800000.0,Margo Martindale,D,Sharlto Copley,D,Richard Jenkins,D
3865,Miracles from Heaven,2016,USA,English,109,"Biography, Drama, Family",Patricia Riggen,Columbia Pictures,Based on the incredible true story of the Beam family.,$ 13000000,$ 61705123,$ 73883359,7.1,44.0,105.0,18468,71.0,7.5,6.8,5291.0,7956.0,6.7,40.0,7.2,3799.0,6.9,5637.0,7.0,2576.0,13505,3636,1327,0.73,1,Biography, Drama, Family,USA,,,13000000.0,Jennifer Garner,C,Kylie Rogers,D,Martin Henderson,D
3936,A Cure for Wellness,2016,"USA, Germany","English, German",146,"Drama, Fantasy, Horror",Gore Verbinski,Regency Enterprises,"An ambitious young executive is sent to retrieve his company's CEO from an idyllic but mysterious ""wellness center"" at a remote location in the Swiss Alps, but soon suspects that the spa's treatments are not what they seem.",$ 40000000,$ 8106986,$ 26620002,6.4,47.0,383.0,73584,331.0,6.3,6.4,11828.0,43821.0,7.0,95.0,6.5,18865.0,6.3,26162.0,6.3,6832.0,38281,30725,4578,0.52,0,Drama, Fantasy, Horror,USA, Germany,,40000000.0,Dane DeHaan,D,Jason Isaacs,D,Mia Goth,D
3866,Southside with You,2016,USA,English,84,"Biography, Drama, History",Richard Tanne,Get Lifted Film Company,"The film chronicles the summer 1989 afternoon when the future President of the United States,",$ 1500000,$ 6304223,$ 6512004,6.4,74.0,38.0,7450,96.0,6.5,6.1,1394.0,3516.0,9.8,23.0,6.5,1207.0,6.2,2360.0,5.8,1089.0,4511,1994,945,0.61,1,Biography, Drama, History,USA,,,1500000.0,Tika Sumpter,D,Parker Sawyers,D,Vanessa Bell Calloway,D
3802,The Nice Guys,2016,USA,"English, German",116,"Action, Comedy, Crime",Shane Black,Misty Mountains,"In 1970s Los Angeles, a mismatched pair of private eyes investigate a missing girl and the mysterious death of a porn star.",$ 50000000,$ 36261763,$ 62788218,7.4,70.0,405.0,249635,441.0,7.2,7.4,27215.0,160740.0,7.9,239.0,7.6,72047.0,7.2,85476.0,7.0,17972.0,199128,45998,4509,0.8,1,Action, Comedy, Crime,USA,,,50000000.0,Russell Crowe,A,Ryan Gosling,B,Angourie Rice,D
3939,The Promise,2016,"Spain, USA","English, Armenian, German, French, Turkish",133,"Action, Adventure, Drama",Terry George,Babieka,"Set during the last days of the Ottoman Empire, The Promise follows a love triangle between Michael, a brilliant medical student, the beautiful and sophisticated Ana, and Chris - a renowned American journalist based in Paris.",$ 90000000,$ 8224288,$ 12448676,5.9,49.0,727.0,165265,218.0,8.7,5.5,40714.0,78195.0,6.4,232.0,5.5,24596.0,6.5,25933.0,7.7,12415.0,92845,4195,68225,0.56,0,Action, Adventure, Drama,Spain, USA,,90000000.0,Oscar Isaac,A,Charlotte Le Bon,D,Christian Bale,A
3744,Sing,2016,"Japan, USA","English, Japanese, Ukrainian",108,"Animation, Comedy, Family","Garth Jennings, Christophe Lourdelet",Dentsu,"In a city of humanoid animals, a hustling theater impresario's attempt to save his theater with a singing competition becomes grander than he anticipates even as its finalists find that their lives will never be the same.",$ 75000000,$ 270395425,$ 634151679,7.1,59.0,253.0,120905,234.0,7.3,7.1,26909.0,58783.0,6.6,384.0,7.1,30568.0,7.1,38018.0,7.2,9046.0,90365,27238,3302,0.75,1,Animation, Comedy, Family,Japan, USA,,75000000.0,Matthew McConaughey,A,Reese Witherspoon,A,Seth MacFarlane,B
3927,Collateral Beauty,2016,USA,English,97,"Drama, Romance",David Frankel,New Line Cinema,"Retreating from life after a tragedy, a man questions the universe by writing to Love, Time and Death. Receiving unexpected answers, he begins to see how these things interlock and how even loss can reveal moments of meaning and beauty.",$ 36000000,$ 31016021,$ 88528280,6.8,23.0,341.0,81691,194.0,7.1,6.7,17852.0,42898.0,6.3,95.0,6.8,20368.0,6.7,27505.0,6.8,7435.0,55214,22501,3976,0.68,1,Drama, Romance,,USA,,,36000000.0,Will Smith,A,Edward Norton,B,Kate Winslet,A
3870,The Founder,2016,USA,"English, Yiddish",115,"Biography, Drama, History",John Lee Hancock,The Weinstein Company,The story of,$ 25000000,$ 12786053,$ 24121245,7.2,66.0,255.0,103496,304.0,7.1,7.2,10016.0,68781.0,7.2,113.0,7.2,24595.0,7.2,39155.0,7.2,9667.0,84592,18041,863,0.82,1,Biography, Drama, History,USA,,,25000000.0,Michael Keaton,A,Nick Offerman,D,John Carroll Lynch,D
3748,Race,2016,"Canada, Germany, France","English, German",134,"Biography, Drama, Sport",Stephen Hopkins,Forecast Pictures,"Jesse Owens' quest to become the greatest track and field athlete in history thrusts him onto the world stage of the 1936 Olympics, where he faces off against Adolf Hitler's vision of Aryan supremacy.",$ 30000000,$ 19206207,$ 25070261,7.1,56.0,98.0,31854,155.0,7.4,7.1,3956.0,19033.0,7.4,26.0,7.2,6440.0,7.0,11118.0,7.1,3909.0,23198,6740,1916,0.73,1,Biography, Drama, Sport,Canada, Germany, France,30000000.0,Stephan James,D,Jason Sudeikis,B,Eli Goree,D
3772,Barbershop: The Next Cut,2016,USA,English,111,"Comedy, Drama",Malcolm D. Lee,Cube Vision,"As their surrounding community has taken a turn for the worse, the crew at Calvin's Barbershop come together to bring some much needed change to their neighborhood.",$ 20000000,$ 54030051,$ 55030051,5.9,67.0,42.0,13561,81.0,5.9,5.8,1771.0,7879.0,5.8,15.0,6.0,3267.0,5.7,4416.0,5.6,1189.0,5535,6546,1480,0.41,0,Comedy, Drama,,USA,,,20000000.0,Ice Cube,B,Cedric the Entertainer,B,Regina Hall,C
3874,Julieta,2016,Spain,Spanish,99,"Drama, Mystery, Romance",Pedro Almodóvar,Echo Lake Entertainment,"After a casual encounter, a brokenhearted woman decides to confront her life and the most important events about her stranded daughter.",EUR 1350000,$ 1490948,$ 22468044,7.1,73.0,58.0,25912,240.0,7.3,7.0,5912.0,14589.0,7.2,7.0,7.2,5246.0,7.0,10285.0,7.1,4068.0,19353,5888,671,0.75,1,Drama, Mystery, Romance,Spain,,,1485000.0000000002,Emma Suárez,D,Adriana Ugarte,D,Daniel Grao,D
3767,A Street Cat Named Bob,2016,UK,English,103,"Biography, Comedy, Drama",Roger Spottiswoode,Shooting Script Films,"Based on the international best selling book. The true feel good story of how James Bowen, a busker and recovering drug addict, had his life transformed when he met a stray ginger cat.",$ 8000000,$ 82703,$ 16053043,7.4,54.0,85.0,24159,77.0,7.7,7.2,5393.0,13081.0,7.6,25.0,7.5,5314.0,7.2,8785.0,7.3,3095.0,19604,4189,366,0.81,1,Biography, Comedy, Drama,UK,,,8000000.0,Luke Treadaway,D,Bob the Cat,D,Ruta Gedmintas,D
3877,Queen of Katwe,2016,USA,English,124,"Biography, Drama, Sport",Mira Nair,ESPN Films,A Ugandan girl sees her world rapidly change after being introduced to the game of chess.,$ 15000000,$ 8874389,$ 10367161,7.4,73.0,65.0,13584,144.0,7.7,7.3,2762.0,7691.0,7.6,9.0,7.4,2725.0,7.3,4901.0,7.4,2131.0,11250,1988,346,0.83,1,Biography, Drama, Sport,USA,,,15000000.0,Madina Nalwanga,D,David Oyelowo,D,Lupita Nyong'o,A
3878,Ouija: Origin of Evil,2016,USA,"English, Ukrainian",99,"Drama, Horror, Mystery",Mike Flanagan,Allspark Pictures,"In 1967 Los Angeles, a widowed mother and her daughters add a new stunt to bolster their seance scam business by inviting an evil presence into their home, not realizing how dangerous it is.",$ 9000000,$ 35144505,$ 81705746,6.1,65.0,174.0,49124,227.0,6.1,6.1,7738.0,29178.0,6.6,85.0,6.2,12607.0,6.1,17412.0,6.1,4292.0,20989,24524,3611,0.43,0,Drama, Horror, Mystery,USA,,,9000000.0,Annalise Basso,D,Elizabeth Reaser,D,Lulu Wilson,D
3830,Manchester by the Sea,2016,USA,English,137,Drama,Kenneth Lonergan,Amazon Studios,A depressed uncle is asked to take care of his teenage nephew after the boy's father dies.,$ 9000000,$ 47695371,$ 78988148,7.8,96.0,720.0,221835,492.0,7.7,7.8,32794.0,131413.0,8.2,255.0,8.0,63543.0,7.7,70290.0,7.5,19247.0,187665,28545,5625,0.85,1,Drama,,,USA,,,9000000.0,Casey Affleck,D,Ben O'Brien,D,Kyle Chandler,D
3758,Whiskey Tango Foxtrot,2016,USA,"English, Pushto, Dari, French",112,"Biography, Comedy, Drama","Glenn Ficarra, John Requa",Broadway Video,A journalist recounts her wartime coverage in Afghanistan.,$ 35000000,$ 23083334,$ 24972139,6.6,57.0,135.0,47035,184.0,6.9,6.5,8688.0,28452.0,7.2,16.0,6.6,9060.0,6.5,19110.0,6.7,6990.0,27926,17333,1776,0.59,0,Biography, Comedy, Drama,USA,,,35000000.0,Tina Fey,D,Margot Robbie,B,Martin Freeman,A
3706,London Has Fallen,2016,"UK, Bulgaria, USA","English, Italian, French, Japanese",99,"Action, Thriller",Babak Najafi,Millennium Films,"In London for the Prime Minister's funeral, Mike Banning is caught up in a plot to assassinate all the attending world leaders.",$ 60000000,$ 62524260,$ 205754447,5.9,28.0,520.0,131762,273.0,6.2,5.8,14385.0,84639.0,5.8,134.0,5.9,28382.0,5.8,47921.0,6.0,14635.0,51912,65347,14503,0.39,0,Action, Thriller,,UK, Bulgaria, USA,60000000.0,Alon Aboutboul,D,Waleed Zuaiter,D,Adel Bencherif,D
3879,Sufat Chol,2016,"Israel, Germany, France",Arabic,87,Drama,Elite Zexer,2-Team Productions,"When their entire lives shatter, two Bedouin women struggle to change the unchangeable rules, each in her own individual way.",ILS 3850000,$ 86800,$ 414698,6.8,74.0,18.0,2502,37.0,7.0,6.7,654.0,1306.0,4.5,2.0,6.8,481.0,6.8,903.0,6.9,475.0,1650,734,118,0.66,1,Drama,,,Israel, Germany, France,1116500.0,Lamis Ammar,D,Ruba Blal,D,Hitham Omari,D
3720,Grimsby,2016,"UK, USA","English, Ukrainian",83,"Action, Adventure, Comedy",Louis Leterrier,Blue Sky Films,A new assignment forces a top spy to team up with his football hooligan brother.,$ 35000000,$ 6874837,$ 25182929,6.2,44.0,205.0,84496,174.0,5.9,6.2,6548.0,59003.0,6.3,113.0,6.3,22330.0,6.1,31551.0,6.0,7361.0,42004,34983,7509,0.5,0,Action, Adventure, Comedy,UK, USA,,35000000.0,Sacha Baron Cohen,A,Rebel Wilson,B,Freddie Crowder,D
3897,Morgan,2016,USA,"English, Mandarin",92,"Action, Horror, Sci-Fi",Luke Scott,Burk A Project,A corporate risk-management consultant must decide whether or not to terminate an artificially created humanoid being.,$ 8000000,$ 3915251,$ 8809407,5.8,48.0,176.0,36654,184.0,5.8,5.8,4926.0,23727.0,5.6,19.0,5.7,6059.0,5.7,15132.0,6.1,5799.0,12119,21559,2976,0.33,0,Action, Horror, Sci-Fi,USA,,,8000000.0,Kate Mara,D,Anya Taylor-Joy,D,Rose Leslie,D
